retailer,product_name,ean_barcode,category,price_eur,price_date,collected_at,source
REWE,Maggi Fix Nudel-Schinken Gratin,,Angebot · Gewürzmischungen,0.49,2026-08-30,2026-08-30,marktguru-offers
REWE,Magnum Ice Cream Lolly 110 ML,8711327612372,desserts,2.99,2025-04-04,2026-08-30,open-prices
REWE,Mamba,4014400926279,snacks,0.99,2025-06-23,2026-08-30,open-prices
REWE,Mamba Sour,4014400926293,snacks,0.99,2025-06-23,2026-08-30,open-prices
REWE,Martin Schongauer Qualitätsweine,,Angebot · Weissweine,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Maybach Qualitätsweine,,Angebot · Weissweine,2.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Mc Cain Frites de Luxe,8710438088892,plant based foods and beverages,1.59,2025-06-14,2026-08-30,open-prices
REWE,Meica Würstchen - Wiener Art,4000503102306,meats and their products,4.49,2026-07-27,2026-08-30,open-prices
REWE,Meister Proper Ultra Power Spray,,Angebot · Reinigen,2.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Meisterklasse Jagdwurst,,Angebot · Würste,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Menü-Variant Penne Gorgonzola mit feinem Blattspinat,4337256339896,meals,2.99,2026-06-29,2026-08-30,open-prices
REWE,"Metzgerei Wilhelm Brandenburg Peitschen, Chili",4337256982887,meats and their products,3.29,2026-07-27,2026-08-30,open-prices
REWE,Mila Alta Badia,,Angebot · Käse,1.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Mila Bergmilch Dolomitenkönig,,Angebot · Käse,1.79,2026-08-30,2026-08-30,marktguru-offers
REWE,Milchfrischprodukte SBA GmbH Schlagsahne 30 % (Bio),4337256380737,dairies,1.19,2025-11-19,2026-08-30,open-prices
REWE,Milchreis - Kirsche - Müller,40255699,desserts,0.99,2025-07-10,2026-08-30,open-prices
REWE,Milka Alles Gute Pralinen,7622010002442,snacks,3.89,2026-04-28,2026-08-30,open-prices
REWE,Milka Choco Wafer,,Angebot · Kekse,1.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Milka Pralines,7622210598011,snacks,3.89,2026-04-28,2026-08-30,open-prices
REWE,Milka Schoko & Keks,7622200009084,snacks,4.99,2026-04-28,2026-08-30,open-prices
REWE,Milram 3-Zwiebel-Quark,40466101,dairies,1.45,2026-08-17,2026-08-30,open-prices
REWE,Milram Buttermilch-Drink,,Angebot · Milch,1.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Milram Buttermilchquark,4036303588071,dairies,1.49,2025-11-19,2026-08-30,open-prices
REWE,Milupa Kindermilch,,Angebot · Babynahrung,5.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Minus L H-Milch,,Angebot · Milch,1.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Miree - Paprika-Chili,40193052,dairies,1.11,2026-07-21,2026-08-30,open-prices
REWE,Miree Knoblauch Frischkäse,40193069,dairies,1.11,2026-07-21,2026-08-30,open-prices
REWE,"Mischbrot Anno 1688 Klassisch, Harry",4071800052618,plant based foods and beverages,2.49,2026-04-28,2026-08-30,open-prices
REWE,Mondelēz Tuc Original,5410041001204,snacks,0.89,2025-06-02,2026-08-30,open-prices
REWE,Moselland Akzente Riesling,,Angebot · Weissweine,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Mush Roots Pilz-Bällchen vegan,,Angebot · Veganes,2.49,2026-08-30,2026-08-30,marktguru-offers
REWE,Mutti Pizzasauce Aromatica,8005110551215,plant based foods and beverages,2.19,2026-07-30,2026-08-30,open-prices
REWE,Mutti Pulpa Tomatenfruchtfleisch mit Knobi,8005110170461,plant based foods and beverages,1.79,2025-03-19,2026-08-30,open-prices
REWE,Mutti Tomatenfruchtfleisch mit Basilikum,8005110170423,beverages and beverages preparations,1.99,2026-07-30,2026-08-30,open-prices
REWE,Mutti Tomatenpesto,,Angebot · Pesto,2.49,2026-08-30,2026-08-30,marktguru-offers
REWE,Mövenpick Caffè Crema,,Angebot · Kaffee,13.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Mövenpick Kaffee Der Himmlische,,Angebot · Kaffee,6.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Mühlen Kraft Proteinmehl Universal,4262540040014,plant based foods and beverages,2.49,2025-11-10,2026-08-30,open-prices
REWE,Müller & Müller GmbH Blockschokolade,4006814001796,snacks,2.99,2025-12-22,2026-08-30,open-prices
REWE,Müller Milchreis Apfel,40255682,desserts,0.99,2025-07-10,2026-08-30,open-prices
REWE,Müllermilch,,Angebot · Milch,0.79,2026-08-30,2026-08-30,marktguru-offers
REWE,NATURE VALLEY protein pind&choc.GV,8410076610737,plant based foods and beverages,3.49,2026-07-22,2026-08-30,open-prices
REWE,NOA Hummus Vegan,,Angebot · Veganes,1.79,2026-08-30,2026-08-30,marktguru-offers
REWE,NORDISK KELLOGG'S NORGE NUF Cerealien einzeln verpackt,5053827188517,plant based foods and beverages,4.49,2026-07-31,2026-08-30,open-prices
REWE,Naba Feinkost Grillgemüse & Linsen,4070308058078,plant based foods and beverages,1.69,2026-07-22,2026-08-30,open-prices
REWE,Natur & Wildreis ORYZA,4006237640398,plant based foods and beverages,2.29,2025-06-23,2026-08-30,open-prices
REWE,Neoh Milky Choc,,Angebot · Schokoladen,1.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Nescafé Espresso Concentrate,,Angebot · Kaffee,4.44,2026-08-30,2026-08-30,marktguru-offers
REWE,Nestlé KitKat Cookie Dough,,Angebot · Schokoladen,1.79,2026-08-30,2026-08-30,marktguru-offers
REWE,Nestlé Mayonnaise Delikatesse,40056012,condiments,2.79,2025-05-26,2026-08-30,open-prices
REWE,Nestlé Remoulade,4005500087120,plant based foods and beverages,2.19,2026-04-28,2026-08-30,open-prices
REWE,Nestlé Smarties & Joghurt,,Angebot · Joghurt,0.69,2026-08-30,2026-08-30,marktguru-offers
REWE,Nestlé Tablette caramel salé,3800020491423,snacks,2.29,2026-04-28,2026-08-30,open-prices
REWE,No-Name Bananen süß & samtig,4251291113221,plant based foods and beverages,1.29,2025-08-23,2026-08-30,open-prices
REWE,Nuii Ice Cream Salted Caramel & Australian Macadamia,,Angebot · Eis,2.22,2026-08-30,2026-08-30,marktguru-offers
REWE,Nutella,4008400401829,breakfasts,7.59,2026-06-22,2026-08-30,open-prices
REWE,Nutkao buna crema,4337256903837,breakfasts,2.79,2026-04-02,2026-08-30,open-prices
REWE,OM Altsteirer Hartkäse,,Angebot · Käse,1.79,2026-08-30,2026-08-30,marktguru-offers
REWE,ORO DI PARMA Tomaten stückig mit Basilikum,4008100168244,plant based foods and beverages,1.99,2026-07-30,2026-08-30,open-prices
REWE,ORO di Parma Tomaten stückig scharf,4008100168480,plant based foods and beverages,1.99,2026-07-30,2026-08-30,open-prices
REWE,Oberdorfer Helles Helles,,Angebot · Bier,14.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Old El Paso Mini Tortillas White Corn,8410076482211,plant based foods and beverages,3.99,2026-07-01,2026-08-30,open-prices
REWE,Old Spice Deo stick Captain,,Angebot · Deo,2.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Oreo Mini Donuts,,Angebot · Kuchen & Feinbackwaren,2.79,2026-08-30,2026-08-30,marktguru-offers
REWE,Original Wagner Pizza Speciale mit Pesto alla Genovese,4009233006816,frozen foods,1.99,2025-05-19,2026-08-30,open-prices
REWE,Oro di Parma Pizzasauce Oregano,4008100168220,plant based foods and beverages,1.99,2025-03-19,2026-08-30,open-prices
REWE,Osborne Solaz Tempranillo & Cabernet Sauvignon,,Angebot · Rotweine,4.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Osborne Veterano,,Angebot · Weinbrand,9.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Ostmann Chiliflocken,4002674041491,Lebensmittel,2.49,2026-04-28,2026-08-30,open-prices
REWE,Ostmann Chillies & Knoblauch Gewürzmischung,4002674041484,plant based foods and beverages,2.59,2026-04-28,2026-08-30,open-prices
REWE,Ostmann China Gewürz,4002674041637,plant based foods and beverages,2.29,2026-04-28,2026-08-30,open-prices
REWE,Ostmann Salz knoblauch,4002674043112,plant based foods and beverages,2.49,2026-04-28,2026-08-30,open-prices
REWE,PONNATH DIE MEISTERMETZGER Delikatess Prosciutto Cotto,4000930585048,meats and their products,2.79,2025-07-10,2026-08-30,open-prices
REWE,Pampers Baby-Dry Pants,,Angebot · Windeln,12.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Pantene Pro-V Repair & Care Spülung,,Angebot · Haarpflege,3.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Pantene Pro-V Spülung,,Angebot · Haarpflege,3.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Pascal Ernest Madeleines,4011574186928,Lebensmittel,1.89,2026-07-22,2026-08-30,open-prices
REWE,Pema Dinobrot vegan,,Angebot · Veganes,1.49,2026-08-30,2026-08-30,marktguru-offers
REWE,Penny Bananen,5425003611469,plant based foods and beverages,1.29,2025-07-04,2026-08-30,open-prices
REWE,Penny Market Aprikosen,8436557131478,Lebensmittel,2.29,2026-06-22,2026-08-30,open-prices
REWE,Persil Universal 4 in 1 Discs,,Angebot · Waschmittel,18.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Pfanner Ice Tea,,Angebot · Softdrinks,1.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Philadelphia Cottage Cheese,7622210927408,dairies,1.79,2025-11-07,2026-08-30,open-prices
REWE,Pilzland Vertriebs GmbH Champignons,4049656922089,plant based foods and beverages,1.99,2025-06-23,2026-08-30,open-prices
REWE,"Pink Lady Äpfel, Cripps Pink",4053702043215,plant based foods and beverages,3.29,2026-08-17,2026-08-30,open-prices
REWE,Pinsami Pinsa Pizza dough,8055186190948,plant based foods and beverages,3.49,2026-04-28,2026-08-30,open-prices
REWE,Plangger Steinsalzkäse,,Angebot · Käse,2.19,2026-08-30,2026-08-30,marktguru-offers
REWE,Poensgen Glutenfreies Rosinenbrot,4250208800186,pains speciaux,4.49,2026-04-28,2026-08-30,open-prices
REWE,Poensgen Süßes Weißbrot,4250208800025,Lebensmittel,3.99,2026-04-28,2026-08-30,open-prices
REWE,Ponti Balsamico Creme,,Angebot · Essig und Balsamico,2.49,2026-08-30,2026-08-30,marktguru-offers
REWE,Popp Brotaufstrich Eiersalat,4045800402261,spreads,1.19,2026-07-01,2026-08-30,open-prices
REWE,Popz Europe KFT Mikrowellen Popcorn süß,21661914,snacks,1.29,2024-07-27,2026-08-30,open-prices
REWE,Potzblitz Schnittkäse,,Angebot · Käse,2.69,2026-08-30,2026-08-30,marktguru-offers
REWE,Powerade Mountain Blast,,Angebot · Softdrinks,0.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Pringles Sour Cream,5053990127740,plant based foods and beverages,1.89,2025-06-19,2026-08-30,open-prices
REWE,Procter & Gamble Fairy Konzentrat,8001090510327,Lebensmittel,1.89,2025-06-19,2026-08-30,open-prices
REWE,Pueblo Fine Cut Tobacco,42464761,feinschnitttabake,6.5,2025-07-15,2026-08-30,open-prices
REWE,Puma Sneaker-Socken 6er Pack,,Angebot · Unterwäsche,12.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Purina Felix Katzennahrung,,Angebot · Katzenfutter,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,RBW Buttercroissants,4337256743969,snacks,3.79,2025-11-19,2026-08-30,open-prices
REWE,REWE BESTE WAHL Eier,4388860559743,farming products,1.99,2025-05-09,2026-08-30,open-prices
REWE,REWE Backhefe,4337256232197,cooking helpers,1.59,2026-04-02,2026-08-30,open-prices
REWE,REWE Baguette,2155782000897,plant based foods and beverages,0.89,2024-07-10,2026-08-30,open-prices
REWE,REWE Basmatireis,4337256638432,plant based foods and beverages,3.79,2025-11-24,2026-08-30,open-prices
REWE,REWE Beste Wahl Apfel Birnen Saft naturtrüb,4337256248105,beverages and beverages preparations,1.89,2026-01-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Artischocken Herzen in Öl,4337256366588,plant based foods and beverages,2.89,2026-07-30,2026-08-30,open-prices
REWE,REWE Beste Wahl Chalkidiki Oliven,4337256786393,plant based foods and beverages,1.99,2025-07-04,2026-08-30,open-prices
REWE,REWE Beste Wahl Chili sin Carne,4337256996686,plant based foods and beverages,2.99,2025-11-24,2026-08-30,open-prices
REWE,REWE Beste Wahl Curry Reis,4337256800372,Lebensmittel,1.29,2026-07-22,2026-08-30,open-prices
REWE,REWE Beste Wahl Dinkeltoastbrötchen,4337256754705,plant based foods and beverages,0.99,2026-04-28,2026-08-30,open-prices
REWE,REWE Beste Wahl Eier,4337256892834,farming products,2.39,2026-02-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Erdnüsse geröstet & gesalzen,4337256475501,plant based foods and beverages,1.59,2025-12-22,2026-08-30,open-prices
REWE,"REWE Beste Wahl Exotischer Fruchtcocktail, leicht gezuckert",4337256754569,plant based foods and beverages,1.89,2026-01-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Gegrillte Artischockenviertel in Sonnenblumenöl mit Kräutern,4337256354158,plant based foods and beverages,2.39,2026-04-02,2026-08-30,open-prices
REWE,REWE Beste Wahl High Protein Pudding Grieß Pur,4337256725033,dairies,0.69,2026-07-14,2026-08-30,open-prices
REWE,REWE Beste Wahl High Protein Pudding Pistazien,4337256645829,dairies,0.89,2026-08-21,2026-08-30,open-prices
REWE,REWE Beste Wahl High-Protein-Pudding - Schoko,4337256382564,dairies,0.89,2026-07-31,2026-08-30,open-prices
REWE,REWE Beste Wahl Hirtensalat Oliven,4337256852050,meals,2.29,2026-06-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Hummus Avocado mit Paprika-Topping,4070308105499,Lebensmittel,1.69,2026-06-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Joghurt fettarm,4337256337229,dairies,1.79,2026-03-16,2026-08-30,open-prices
REWE,REWE Beste Wahl Koriander,4337256772488,plant based foods and beverages,0.99,2026-06-27,2026-08-30,open-prices
REWE,REWE Beste Wahl Milch Chocs Schokoladenbonbons,4337256709132,snacks,2.19,2024-11-02,2026-08-30,open-prices
REWE,REWE Beste Wahl Mini Reiswaffeln Mit Fettcreme,4337256849265,Lebensmittel,1.19,2026-06-27,2026-08-30,open-prices
REWE,REWE Beste Wahl Nussecken,4337256838917,snacks,2.49,2026-04-28,2026-08-30,open-prices
REWE,REWE Beste Wahl Orangensaft Direktsaft,4388860678222,beverages and beverages preparations,2.45,2026-08-21,2026-08-30,open-prices
REWE,REWE Beste Wahl Paprika edelsüß gemahlen,4337256223409,plant based foods and beverages,1.99,2026-06-27,2026-08-30,open-prices
REWE,REWE Beste Wahl REWE Paprika-Mix,4388844118102,plant based foods and beverages,1.49,2025-06-23,2026-08-30,open-prices
REWE,REWE Beste Wahl Rewe milder roter Multi,4337256071802,beverages and beverages preparations,1.89,2026-06-27,2026-08-30,open-prices
REWE,REWE Beste Wahl Röstzwiebeln,4337256119818,plant based foods and beverages,1.19,2026-01-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Schoko Tröpfchen zartbitter,4337256468473,snacks,1.89,2026-08-29,2026-08-30,open-prices
REWE,REWE Beste Wahl Soja Natur,4070308063256,plant based foods and beverages,0.99,2026-08-29,2026-08-30,open-prices
REWE,REWE Beste Wahl Speise-kartoffeln extra dick,4388860477719,plant based foods and beverages,2.49,2026-08-17,2026-08-30,open-prices
REWE,REWE Beste Wahl Tomate-Rucola Aufstrich,4337256959544,Lebensmittel,1.89,2026-06-13,2026-08-30,open-prices
REWE,REWE Beste Wahl Veganes Hack,4070308029344,meat alternatives,2.39,2026-08-21,2026-08-30,open-prices
REWE,REWE Beste Wahl Walnusskerne,4337256996235,plant based foods and beverages,2.99,2026-08-21,2026-08-30,open-prices
REWE,REWE Beste Wahl Weinblätter Orientalischer Art,4337256803854,meals,1.69,2025-11-07,2026-08-30,open-prices
REWE,REWE Beste Wahl Weinblätter gefüllt mit Reis,4337256044363,meals,1.69,2025-11-07,2026-08-30,open-prices
REWE,REWE Beste Wahl Weizenmehl Type 405,4337256552554,plant based foods and beverages,0.79,2025-11-08,2026-08-30,open-prices
REWE,REWE Beste Wahl Weizenmehl Type 550,4337256898751,plant based foods and beverages,0.79,2025-11-08,2026-08-30,open-prices
REWE,REWE Beste Wahl weißweinessig,4337256269377,essige,1.99,2026-06-29,2026-08-30,open-prices
REWE,REWE Bio +vegan Kokos Natur,4337256959407,plant based foods and beverages,1.45,2025-09-01,2026-08-30,open-prices
REWE,REWE Bio Apfel-/Birnenmark,4337256529822,plant based foods and beverages,1.15,2026-06-29,2026-08-30,open-prices
REWE,REWE Bio Apfel-Brombeer-Himbeermark,4337256145145,plant based foods and beverages,1.55,2026-07-28,2026-08-30,open-prices
REWE,REWE Bio Apfel-Mangomark,4337256321280,plant based foods and beverages,1.15,2026-06-29,2026-08-30,open-prices
REWE,REWE Bio Apfelchips,4337256963657,plant based foods and beverages,2.49,2026-04-28,2026-08-30,open-prices
REWE,REWE Bio Bananenchips,4337256622813,plant based foods and beverages,2.49,2025-07-04,2026-08-30,open-prices
REWE,REWE Bio Bio Sonnenblumenkernbrot,4337256010931,Lebensmittel,2.39,2026-04-28,2026-08-30,open-prices
REWE,REWE Bio Bliss Balls Himbeere,4070308103624,snacks,1.59,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Bliss Balls Peanut,4070308108131,snacks,1.59,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Blütenhonig (flüssig),4337256601887,breakfasts,2.55,2026-08-17,2026-08-30,open-prices
REWE,REWE Bio Braune Kultur Champignons,4388860083170,plant based foods and beverages,2.49,2026-07-31,2026-08-30,open-prices
REWE,REWE Bio Cashewkerne Salz & Pfeffer geröstet,4337256646482,plant based foods and beverages,2.69,2025-11-24,2026-08-30,open-prices
REWE,REWE Bio Das Pure,4337256643214,plant based foods and beverages,1.75,2026-08-21,2026-08-30,open-prices
REWE,REWE Bio Dinkel gepufft mit Honig gesüßt,4337256379519,plant based foods and beverages,1.79,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Finn Toastbrötchen,4337256894210,plant based foods and beverages,0.95,2026-06-29,2026-08-30,open-prices
REWE,REWE Bio Frischkäse,4337256453776,dairies,1.39,2026-08-21,2026-08-30,open-prices
REWE,REWE Bio Fusilli Nudeln aus Bio-Hartweizengrieß,4337256004008,plant based foods and beverages,0.85,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Gartenerbsen,4070308018003,plant based foods and beverages,1.49,2026-06-22,2026-08-30,open-prices
REWE,REWE Bio Haferflocken,4337256897006,plant based foods and beverages,0.85,2026-07-22,2026-08-30,open-prices
REWE,REWE Bio Haferflocken,4337256538596,plant based foods and beverages,0.95,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Joghurt 0.1%,4337256853026,dairies,0.99,2026-07-21,2026-08-30,open-prices
REWE,REWE Bio Kakao,4337256845038,cocoa and its products,3.99,2026-05-13,2026-08-30,open-prices
REWE,REWE Bio Kichererbsen,4337256801003,plant based foods and beverages,1.79,2025-06-19,2026-08-30,open-prices
REWE,REWE Bio Körniger Frischkäse,4337256112925,dairies,1.49,2025-11-04,2026-08-30,open-prices
REWE,REWE Bio Kürbiskern Brötchen,4337256111928,plant based foods and beverages,2.89,2026-04-28,2026-08-30,open-prices
REWE,REWE Bio Milde Guacamole,4070308038599,plant based foods and beverages,2.79,2026-06-13,2026-08-30,open-prices
REWE,REWE Bio ROTE LINSEN,4337256788779,plant based foods and beverages,1.65,2025-11-24,2026-08-30,open-prices
REWE,REWE Bio Sahne Joghurt Mild Nach griechischer Art,4337256857178,sahne joghurt mild,1.39,2025-09-01,2026-08-30,open-prices
REWE,REWE Bio Schaf Joghurt,4337256176835,dairies,0.89,2026-06-29,2026-08-30,open-prices
REWE,REWE Bio Skyr Natur,4337256379458,dairies,1.45,2026-08-21,2026-08-30,open-prices
REWE,REWE Bio Speisequark Magerstufe,4337256080347,dairies,0.99,2026-08-29,2026-08-30,open-prices
REWE,REWE Bio Speisequarkzubereitung Magerstufe,4337256379090,dairies,1.19,2025-11-04,2026-08-30,open-prices
REWE,REWE Bio Tomaten in Stücken,4337256353014,plant based foods and beverages,0.65,2026-07-01,2026-08-30,open-prices
REWE,REWE Bio Vegane Remoulade,4337256095174,condiments,1.99,2026-04-28,2026-08-30,open-prices
REWE,REWE Bio Vollkorn Baguette,4337256670791,plant based foods and beverages,2.39,2026-04-28,2026-08-30,open-prices
REWE,REWE Bio Vollkorn Brötchen,4337256689144,plant based foods and beverages,2.19,2026-04-28,2026-08-30,open-prices
REWE,"REWE Bio Weide-Milch 1,5% Fett",4337256565905,dairies,1.25,2026-08-29,2026-08-30,open-prices
REWE,REWE Bio Weizenmehl Type 405,4070308111360,plant based foods and beverages,0.85,2026-08-29,2026-08-30,open-prices
REWE,REWE Bio Weizenmehl Type 550,4337256114837,plant based foods and beverages,0.85,2025-07-09,2026-08-30,open-prices
REWE,REWE Bio Zitronen Bio,4388844293755,plant based foods and beverages,1.19,2026-02-16,2026-08-30,open-prices
REWE,REWE Bio Zucchini,4388860007831,plant based foods and beverages,1.89,2025-03-20,2026-08-30,open-prices
REWE,REWE Bio frische Weidemilch,4337256560467,dairies,1.35,2026-08-17,2026-08-30,open-prices
REWE,"REWE Birnen, grün",8054317703026,plant based foods and beverages,1.99,2024-11-02,2026-08-30,open-prices
REWE,REWE Crema com „Aceto Balsamico di Modena I.G.P.“,4388844019805,condiments,2.69,2026-04-28,2026-08-30,open-prices
REWE,REWE Delikatess Kochschinken,4337256426695,meats and their products,1.59,2025-10-13,2026-08-30,open-prices
REWE,REWE Eier,4388860190519,eggs and their products,2.99,2025-03-28,2026-08-30,open-prices
REWE,REWE Feine Welt Burrata,4337256311823,dairies,1.49,2025-12-27,2026-08-30,open-prices
REWE,REWE Feine Welt Feta Lesbos,4337256345729,dairies,2.89,2025-07-09,2026-08-30,open-prices
REWE,"REWE Feine Welt Geräuchertes Lachsrückenfilet, mit Buchenholz geräuchert, von Hand gesalzen",4337256398169,seafood,4.59,2026-07-21,2026-08-30,open-prices
REWE,REWE Feine Welt Salsiccia classica,4337256660341,meats and their products,4.99,2026-08-21,2026-08-30,open-prices
REWE,REWE Feine Welt Schokoladen Eiscreme,4337256375832,desserts,2.99,2025-06-07,2026-08-30,open-prices
REWE,REWE Feine Welt Tiroler Bergkäse,4337256231381,dairies,3.99,2025-09-01,2026-08-30,open-prices
REWE,REWE Frühstücks Brötchen,4337256187732,plant based foods and beverages,0.69,2024-12-27,2026-08-30,open-prices
REWE,REWE Kokosmilch fettreduziert,4337256650854,plant based foods and beverages,0.99,2024-11-02,2026-08-30,open-prices
REWE,REWE Marshmallows,4337256803458,snacks,1.79,2025-05-09,2026-08-30,open-prices
REWE,REWE Marzipan,4337256068963,snacks,1.89,2025-12-22,2026-08-30,open-prices
REWE,REWE Regional Broccoli,4388844095120,Brocco,1.49,2026-08-17,2026-08-30,open-prices
REWE,REWE Regional Chicorée,4388860379686,plant based foods and beverages,2.49,2025-03-28,2026-08-30,open-prices
REWE,REWE Regional Möhren,4388860409635,Lebensmittel,1.89,2026-06-27,2026-08-30,open-prices
REWE,REWE Regional Reibekuchen,4337256165082,plant based foods and beverages,3.49,2026-06-13,2026-08-30,open-prices
REWE,REWE Regional Romana Salatherzen,4388844094109,plant based foods and beverages,1.89,2025-06-23,2026-08-30,open-prices
REWE,REWE To Go Tori Sushi,42483649,meals,3.19,2025-11-24,2026-08-30,open-prices
REWE,REWE Tomatenketchup,4337256364348,condiments,1.29,2025-11-24,2026-08-30,open-prices
REWE,REWE frei von Burger Brötchen glutenfrei,4337256099097,plant based foods and beverages,2.19,2026-04-28,2026-08-30,open-prices
REWE,REWE to Go BBQ Mix,4337256833516,meals,3.99,2026-08-21,2026-08-30,open-prices
REWE,REWE to go Wakame Salat mit Mu-Err Pilzen,4337256456395,plant based foods and beverages,2.79,2026-06-29,2026-08-30,open-prices
REWE,REWE to go Yuriko Sushi,4337256988674,seafood,7.99,2026-06-22,2026-08-30,open-prices
REWE,RITTER SPORT Haselnuss,4000417622211,snacks,1.99,2026-04-28,2026-08-30,open-prices
REWE,ROUGETTE Ofenkäse cremig-mild,4000504176627,dairies,5.99,2025-05-09,2026-08-30,open-prices
REWE,RUF Tassencremepudding Vanille,4002809018862,Lebensmittel,0.89,2026-04-28,2026-08-30,open-prices
REWE,Ramazzotti Amaro,,Angebot · Liköre,9.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Rasgón Tempranillo Vino de la tierra,,Angebot · Rotweine,2.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Rauch Maracujasaft,9008700128575,beverages and beverages preparations,1.99,2025-06-19,2026-08-30,open-prices
REWE,Regionaler Eisbergsalat,4388844094697,plant based foods and beverages,0.65,2025-06-19,2026-08-30,open-prices
REWE,Rewe Back-Station Chocolate Cake Donut,,Angebot · Kuchen & Feinbackwaren,1.0,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Back-Station Ciabatta,,Angebot · Brot,0.79,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Back-Station Geflammtes Brot,,Angebot · Brot,1.69,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Back-Station Laugenzopf,,Angebot · Brot,0.39,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Back-Station Süße Biene,,Angebot · Brot,0.59,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beeren Müsli,4337256112260,plant based foods and beverages,2.79,2026-07-22,2026-08-30,open-prices
REWE,Rewe Beste Wahl Barbarieentenbrust,,Angebot · Tiefkühlfleisch,5.29,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Buschbohnen,,Angebot · Bohnen,1.59,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Frische Eier,4337256067508,eggs and their products,3.29,2026-07-21,2026-08-30,open-prices
REWE,Rewe Beste Wahl Himbeeren gefroren,,Angebot · Tiefkühlobst,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Kernlose Tafeltrauben,,Angebot · Weintrauben,3.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Linsen Chips,4337256760485,snacks,1.19,2026-07-22,2026-08-30,open-prices
REWE,Rewe Beste Wahl Mangostreifen,4337256875769,plant based foods and beverages,2.69,2026-07-22,2026-08-30,open-prices
REWE,Rewe Beste Wahl Mie-Nudeln,4337256752329,plant based foods and beverages,0.89,2026-06-27,2026-08-30,open-prices
REWE,Rewe Beste Wahl Mini Roma Rispentomaten Aromatica,,Angebot · Tomaten,1.79,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Nektarinen,,Angebot · Steinobst,2.99,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Nuggets auf Basis von Pflanzenproteinen,4337256690195,meat alternatives,2.29,2025-11-24,2026-08-30,open-prices
REWE,Rewe Beste Wahl Orangen,4388844137394,plant based foods and beverages,2.22,2024-12-27,2026-08-30,open-prices
REWE,Rewe Beste Wahl Pikante Guacamole,4337256771702,plant based foods and beverages,2.39,2026-04-28,2026-08-30,open-prices
REWE,Rewe Beste Wahl Pizzamehl Tipo 00,4337256912426,plant based foods and beverages,1.29,2025-11-08,2026-08-30,open-prices
REWE,Rewe Beste Wahl Rote Spitzpaprika Sweet Palermo,,Angebot · Paprika,1.69,2026-08-30,2026-08-30,marktguru-offers
REWE,Rewe Beste Wahl Räucherlachs,4337256560191,seafood,3.59,2025-11-07,2026-08-30,open-prices
